tmdbId,title,genres,info,tmdburl,rating_count,rating_avg,poster_path,year,trailer_url
1009480,Kodokan Under a Morning Moon,"Drama, Action","The picture tells of a tremendous conflict between ju-jitsu, an aggressive art practiced by vicious hoodlums led by Takamatsu, and judo, which is used only for self-defense and championed by Sugawara. All of which, comes to a mighty match between Sugawara and Takamatsu. It's loaded with dynamite, so to speak, and lasts five minutes on the screen, Sugawara, wins. Takamatsu, a poor loser, and his four ju-jitsu hoodlum companions later ambush Sugawara in the woods. This turns out to be a mortal combat. You'd like to learn the outcome, wouldn't you?",https://www.themoviedb.org/movie/1009480,0,0.0,https://image.tmdb.org/t/p/original/ly5jgJOf9KWpQRCltVYHoZodhYk.jpg,1957,
26278,Quatermass 2,"Science Fiction, Horror","In England, a group of space scientists led by Bernard Quatermass, who have developed plans for the first Moon colony, learn that a secret, ostensibly government-run, complex of identical design has been built in a remote part of England and is the focus of periodic falls of small, hollow ""meteorites"" originating in outer space.  Quatermass determines to investigate and uncovers a terrifying extraterrestrial life form which has already begun action to take over the Earth.",https://www.themoviedb.org/movie/26278,122,6.393,https://image.tmdb.org/t/p/original/hJJtV5puzYAODgck0JTWVX8zjKu.jpg,1957,https://www.youtube.com/watch?v=vCwRzJQ0T7Y
25190,The Sun Also Rises,"Drama, Romance","A group of disillusioned American expatriate writers live a dissolute, hedonistic lifestyle in 1920's France and Spain.",https://www.themoviedb.org/movie/25190,32,5.9,https://image.tmdb.org/t/p/original/aUmBezgVtjtYTzw9k2tNbHEfCWI.jpg,1957,https://www.youtube.com/watch?v=xplPS8AUMT0
103199,Tizoc,"Drama, Romance","An Indian arouses envy for his expertise in hunting animals without ruining their skins, for his wisdom and his kindness.",https://www.themoviedb.org/movie/103199,30,7.1,https://image.tmdb.org/t/p/original/kcH38SvEiibdSTv1p0wvRpTU27z.jpg,1957,https://www.youtube.com/watch?v=MouDttagC48
53906,Jet Pilot,"Action, Adventure, Romance","John Wayne stars as U.S. Air Force aviator Jim Shannon, who's tasked with escorting a Soviet pilot (Janet Leigh) claiming -- at the height of the Cold War -- that she wants to defect. After falling in love with and wedding the fetching flyer, Shannon learns from his superiors that she's a spy on a mission to extract military secrets. To save his new wife from prison and deportation, Shannon devises a risky plan in this 1957 drama.",https://www.themoviedb.org/movie/53906,42,5.5,https://image.tmdb.org/t/p/original/itCjPSUVfS2bQBl3oxdqwQJx40H.jpg,1957,https://www.youtube.com/watch?v=Oet7RoEpqzQ
39557,Decision at Sundown,Western,A man and his partner arrive at a small Western town to kill its most powerful man because the former blames him for his wife's death.,https://www.themoviedb.org/movie/39557,74,6.318,https://image.tmdb.org/t/p/original/oR7L1RIgN8zHE83E4Z2MU6jYF8r.jpg,1957,https://www.youtube.com/watch?v=8R4uarQbH_k
121959,The Deerslayer,"Adventure, Western","After The Deerslayer, a white man reared by the Mohicans, and his blood brother Chingachgook, a Mohican chief, save trader Harry Marsh from the hostile Huron Indians, they learn that the Hurons will attack Old Tom Hutter and his two daughters, Hetty and Judith, who live on a floating raft fort on the river.",https://www.themoviedb.org/movie/121959,11,5.4,https://image.tmdb.org/t/p/original/p4h18QD4D4IckCM9kmclOGQQ9Y2.jpg,1957,
72214,The Snow Queen,"Animation, Family, Fantasy","When the Snow Queen, a lonely and powerful fairy, kidnaps the human boy Kay, his best friend Gerda must overcome many obstacles on her journey to rescue him.",https://www.themoviedb.org/movie/72214,93,6.704,https://image.tmdb.org/t/p/original/ptCK2qAyGEmQBys3cImY6o6qAyp.jpg,1957,
52196,The Monolith Monsters,"Horror, Science Fiction",Rocks from a meteor which grow when in contact with water threaten a sleepy Southwestern desert community.,https://www.themoviedb.org/movie/52196,76,6.559,https://image.tmdb.org/t/p/original/xIStqMPFzdvOs4Lm0kRwEMGNNm6.jpg,1957,https://www.youtube.com/watch?v=Vo31M0PIoHM
44459,Cinderella,"Drama, Romance, TV Movie","Julie Andrews was nominated for an Emmy for portraying the titular scullery maid who finds true love with a prince in this legendary adaptation of one of the most famous fairy tales of all time. A musical, made-for-television, with music by Richard Rodgers and book and lyrics by Oscar Hammerstein II, it is the only of the legendary composing team's musicals created specifically for that medium. It was originally broadcast live on CBS on March 31, 1957, and was a phenomenal success, viewed by more than 107 million people.  Though it originally aired in full color, only a black & white kinescope of the production has survived.",https://www.themoviedb.org/movie/44459,16,6.5,https://image.tmdb.org/t/p/original/cB6IcSFRpGhUuud8dh2P9XBPtGn.jpg,1957,https://www.youtube.com/watch?v=vP-SRSwSuOE
25848,Legend of the Lost,Adventure,American ne'er-do-well Joe January is hired to take Paul Bonnard on an expedition into the desert in search of treasure.,https://www.themoviedb.org/movie/25848,53,6.3,https://image.tmdb.org/t/p/original/3SIcFeARS3BgyOkGRJarKuVtjP0.jpg,1957,https://www.youtube.com/watch?v=ABvzkurWErs
105580,Ikebana,Documentary,"The history and art of ikebana, a centuries old Japanese art of flower arrangement and a look inside the Sogetsu School of Ikebana, where the director's father Sofu Teshigahara worked as the grand master of the school.",https://www.themoviedb.org/movie/105580,14,6.4,https://image.tmdb.org/t/p/original/50LF4c0i69qW3qYv3sEqwdjQA6G.jpg,1957,
226634,Hell Ship Mutiny,"Action, Adventure",A ship's captain in the South Seas battles a villainous pearl trader who uses island natives as slaves for his business.,https://www.themoviedb.org/movie/226634,3,4.0,https://image.tmdb.org/t/p/original/oKkuETCTiLtdqfvfKpj2DjIweCw.jpg,1957,
61829,Poor But Beautiful,Comedy,"Salvatore and Romolo are two young and poor young men that are neighbours and friends. They live with their parents in Piazza Navona, Rome. They are poor but handsome, and both fall in love with Giovanna.",https://www.themoviedb.org/movie/61829,72,6.729,https://image.tmdb.org/t/p/original/jiy9XBhZaCgta5PLJl3cI5aG27L.jpg,1957,
26155,The Invisible Boy,"Science Fiction, Comedy, Adventure",A Super Computer plans world domination with the help of Robbie the robot and a 10 year old boy who is the son the computer's inventor.,https://www.themoviedb.org/movie/26155,30,4.9,https://image.tmdb.org/t/p/original/6RauuIJA5zwCGSGxA8J30c9A3CR.jpg,1957,https://www.youtube.com/watch?v=FMP4iZm2qr0
43229,Johnny Tremain,"Drama, Family, War","When an injury bars him from pursuing his trade, Revolutionary War-era silversmith's apprentice Johnny Tremain finds a new life in the ranks of the Sons of Liberty army, taking part in the Boston Tea Party and Paul Revere's legendary ride.",https://www.themoviedb.org/movie/43229,29,5.8,https://image.tmdb.org/t/p/original/cQKl3B4lfqKB9hoO8EGYRQiWZfm.jpg,1957,https://www.youtube.com/watch?v=I1fsL7IoscI
40933,El bolero de Raquel,Comedy,The film tells an episode of the life of a kindly hearted bootblack who becomes accidentally the tutor of an orphan but nevertheless spends all his time and effort for the sake of the boy.,https://www.themoviedb.org/movie/40933,90,7.2,https://image.tmdb.org/t/p/original/fTnNcQIIkghGyYmNIGMCtgy4BoN.jpg,1957,
37596,Boy on a Dolphin,"Adventure, Romance, Drama","Phaedra is a poor sponge diver on the lovely Greek isle of Hydra. While diving, she discovers an ancient brass and gold statue of a boy riding a dolphin, which is said to have the magical power to grant wishes. Her shiftless boyfriend wants to sell it to an unscrupulous art collector, but Phaedra wants to give it to anthropologist Jim Calder, who would return it to the Greek government.",https://www.themoviedb.org/movie/37596,27,5.5,https://image.tmdb.org/t/p/original/ufLLWel63yrovBmM2boGkw096w2.jpg,1957,
211572,The Quiet Gun,Western,A mild mannered sheriff must fight both a hired gun and local anti-Indian bigotry in a small frontier town.,https://www.themoviedb.org/movie/211572,6,6.4,https://image.tmdb.org/t/p/original/iKrN3sL7wC6arBWdM0l3kvOEq0o.jpg,1957,
426,Vertigo,"Mystery, Romance, Thriller","A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",https://www.themoviedb.org/movie/426,5657,8.167,https://image.tmdb.org/t/p/original/15uOEfqBNTVtDUT7hGBVCka0rZz.jpg,1958,https://www.youtube.com/watch?v=95o-QM-lz8g
12501,The Big Country,"Drama, Western, Romance","Retired wealthy sea captain Jim McKay arrives in the Old West, where he becomes embroiled in a feud between his future father-in-law, Major Terrill, and the rough and lawless Hannasseys over a valuable patch of land.",https://www.themoviedb.org/movie/12501,344,7.608,https://image.tmdb.org/t/p/original/aTjIUBmo7qbiu5FuvSoBA0UONWk.jpg,1958,https://www.youtube.com/watch?v=17zDhnPwVik
22874,Indiscreet,"Comedy, Romance","Anna Kalman is an accomplished actress who has given up hope of finding the man of her dreams. She is in the middle of taking off her face cream, while talking about this subject with her sister, when in walks Philip Adams. She loses her concentration for a moment as she realizes that this is the charming, smart, and handsome man she has been waiting for.",https://www.themoviedb.org/movie/22874,168,6.548,https://image.tmdb.org/t/p/original/o3ciMvsFg8vrNaUx5DCoWEUdugl.jpg,1958,https://www.youtube.com/watch?v=USltTQ_WHRY
1059,The Hidden Fortress,"Drama, Action, Adventure","In feudal Japan, during a bloody war between clans, two cowardly and greedy peasants, soldiers of a defeated army, stumble upon a mysterious man who guides them to a fortress hidden in the mountains.",https://www.themoviedb.org/movie/1059,602,7.942,https://image.tmdb.org/t/p/original/1RTp3EZrKg7xj1HJK2x4Rqknnnu.jpg,1958,https://www.youtube.com/watch?v=63c8g9j1uKs
11815,The Fly,"Science Fiction, Horror, Drama","Industrialist François Delambre is called late at night by his sister-in-law, Helene Delambre, who tells him that she has just killed her husband, André. Reluctant at first, she eventually explains to the police that André invented a matter transportation apparatus and, while experimenting on himself, a fly entered the chamber during the matter transference.",https://www.themoviedb.org/movie/11815,525,7.01,https://image.tmdb.org/t/p/original/kXdBcDh2EbgSIf4Oo1dxKapZM2f.jpg,1958,https://www.youtube.com/watch?v=eKjD2OxGhXw
40085,"The Long, Hot Summer",Drama,"Accused barn burner and conman Ben Quick arrives in a small Mississippi town and quickly ingratiates himself with its richest family, the Varners.",https://www.themoviedb.org/movie/40085,202,7.089,https://image.tmdb.org/t/p/original/4Pa7LA7zQPIfadLWhGWQtm7ymNv.jpg,1958,https://www.youtube.com/watch?v=isihtYXfMTI
1480,Touch of Evil,"Crime, Thriller, Mystery","When a car bomb explodes on the American side of the U.S./Mexico border, Mexican drug enforcement agent Miguel Vargas begins his investigation, along with American police captain Hank Quinlan. When Vargas begins to suspect that Quinlan and his shady partner, Menzies, are planting evidence to frame an innocent man, his investigations into their possible corruption quickly put himself and his new bride, Susie, in jeopardy.",https://www.themoviedb.org/movie/1480,1402,7.764,https://image.tmdb.org/t/p/original/1pvRgmfBaoMczIJBOi9gCOZ4FMC.jpg,1958,https://www.youtube.com/watch?v=wuSCUVqaDZw
10971,A Night to Remember,"Drama, Action, History","The sinking of the Titanic is presented in a highly realistic fashion in this tense British drama. The disaster is portrayed largely from the perspective of the ocean liner's second officer, Charles Lightoller. Despite numerous warnings about ice, the ship sails on, with Capt. Edward John Smith keeping it going at a steady clip. When the doomed vessel finally hits an iceberg, the crew and passengers discover that they lack enough lifeboats, and tragedy follows.",https://www.themoviedb.org/movie/10971,243,7.572,https://image.tmdb.org/t/p/original/6fDhJAz6AuYWj3hAnvUL42Xlxfj.jpg,1958,https://www.youtube.com/watch?v=dPAqttGXFaU
84660,The Flower in Hell,"Crime, Drama","In post-Korean War Seoul, a young man from the countryside discovers that his older brother has become romantically involved in a prostitute and has no intentions of returning home.",https://www.themoviedb.org/movie/84660,14,6.4,https://image.tmdb.org/t/p/original/9iEtHj4oPyuVXEb0nPGiqBINNJh.jpg,1958,
15515,The 7th Voyage of Sinbad,"Action, Adventure, Family, Fantasy","When a princess is shrunken by an evil wizard, Sinbad must undertake a quest to an island of monsters to cure her and prevent a war.",https://www.themoviedb.org/movie/15515,269,6.939,https://image.tmdb.org/t/p/original/rK5ceoe5d3K8cTzEoOnuRNA6Xt9.jpg,1958,https://www.youtube.com/watch?v=nP_cMRhvStU
11331,The Old Man and the Sea,"Adventure, Drama","Santiago is an aging, down-on-his-luck, Cuban fisherman who, after catching nothing for nearly 3 months, hooks a huge Marlin and struggles to land it far out in the Gulf Stream.",https://www.themoviedb.org/movie/11331,140,6.454,https://image.tmdb.org/t/p/original/6Q34dJL6m1vdzAr0jDDKDmNL52e.jpg,1958,https://www.youtube.com/watch?v=g8rDRPOOSHU
18644,King Creole,"Drama, Music, Crime","Danny Fisher, young delinquent, flunks out of high school. He quits his job as a busboy in a nightclub, and one night he gets the chance to perform. Success is imminent and the local crime boss Maxie Fields wants to hire him to perform at his night club The Blue Shade. Danny refuses, but Fields won't take no for an answer.",https://www.themoviedb.org/movie/18644,98,6.4,https://image.tmdb.org/t/p/original/qNsoKM8yZAjXKMiDVQyr5UnzhXX.jpg,1958,https://www.youtube.com/watch?v=zS6wBU4cOgE
4412,Les Misérables,"Drama, History","In 19th century France, Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",https://www.themoviedb.org/movie/4412,99,7.136,https://image.tmdb.org/t/p/original/AtjUXhvf3Dla4fuhZc60XHMk322.jpg,1958,https://www.youtube.com/watch?v=MuMyT4TkbLs
208408,The Idiot,Drama,"The film is based on the first part of the novel of the same name by Fyodor Dostoevsky. Prince Myshkin returns to Russia from Switzerland, where he was treated in a psychiatric clinic. On the train, on the way to St.Petersburg, the prince meets Parfyon Rogozhin, who tells him of his passionate love for Nastasya Filippovna, the former containment woman of the millionaire Totsky. In St.Petersburg, the prince finds himself in the house of his distant relative – Lizaveta Yepanchina (General's wife), meets her husband, their daughters, as well as the Secretary of General – Ganya Ivolgin. The portrait of Nastasya Filippovna, accidentally seen on the general’s table, makes a great impression on the prince...",https://www.themoviedb.org/movie/208408,22,6.591,https://image.tmdb.org/t/p/original/oS2LHblp001i7ZBAmAkrDLs3bwl.jpg,1958,
261,Cat on a Hot Tin Roof,Drama,"An alcoholic ex-football player drinks his days away, having failed to come to terms with his sexuality and his real feelings for his football buddy who died after an ambiguous accident. His wife is crucified by her desperation to make him desire her: but he resists the affections of his wife. His reunion with his father—who is dying of cancer—jogs a host of memories and revelations for both father and son.",https://www.themoviedb.org/movie/261,740,7.644,https://image.tmdb.org/t/p/original/vWf1AR8rC6WjGKELlmLv2VAUZJB.jpg,1958,https://www.youtube.com/watch?v=SGvJZLJi9sU
1093,Elevator to the Gallows,"Crime, Drama, Thriller","A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",https://www.themoviedb.org/movie/1093,587,7.601,https://image.tmdb.org/t/p/original/dLbf8LtbLQFM7KUaVgwkfKIPqXu.jpg,1958,https://www.youtube.com/watch?v=LciQ1A5PvLI
1937,Bonjour Tristesse,"Drama, Romance","Cecile is a decadent young girl who lives with her rich playboy father, Raymond. When Anne, Raymond's old love interest, comes to Raymond's villa, Cecile is afraid for her way of life.",https://www.themoviedb.org/movie/1937,129,6.624,https://image.tmdb.org/t/p/original/Pm9H9Rzubd9doNTsVMOfv588n1.jpg,1958,https://www.youtube.com/watch?v=ii5Aoqy7ggA
17352,South Pacific,"Music, Romance, War","Can a girl from Little Rock find happiness with a mature French planter she got to know one enchanted evening away from the military hospital where she is a nurse? Or should she just wash that man out of her hair? Bloody Mary is the philosopher of the island and it's hard to believe she could be the mother of Liat who has captured the heart of Lt. Joseph Cable USMC. While waiting for action in the war in the South Pacific, sailors and nurses put on a musical comedy show. The war gets closer and the saga of Nellie Forbush and Emile de Becque becomes serious drama.",https://www.themoviedb.org/movie/17352,102,6.1,https://image.tmdb.org/t/p/original/nYNltu2clFoRQGBz9BtZUTcCbUm.jpg,1958,https://www.youtube.com/watch?v=LSuPYEdeLPI
18784,"Run Silent, Run Deep","Drama, War",The captain of a submarine sunk by the Japanese during WWII is finally given a chance to skipper another sub after a year of working a desk job. His singleminded determination for revenge against the destroyer that sunk his previous vessel puts his new crew in unneccessary danger.,https://www.themoviedb.org/movie/18784,143,7.0,https://image.tmdb.org/t/p/original/gIoao6u9DiTSyXWk4PFD0MX6PXx.jpg,1958,https://www.youtube.com/watch?v=-0ybOUrFqrc
42661,The Vikings,"Adventure, History, Action","Einar, brutal son of Ragnar and future heir to his throne, tangles with Eric, a wily slave, for the hand of a beautiful English maiden.",https://www.themoviedb.org/movie/42661,310,7.05,https://image.tmdb.org/t/p/original/19iHfAoEyB3Ug3HCmaymLQkW67t.jpg,1958,https://www.youtube.com/watch?v=ERIs9RZmlJU
8851,The Blob,"Horror, Science Fiction","A drive-in favorite, this sci-fi classic follows teenagers Steve and his best girl, Jane, as they try to protect their hometown from a gelatinous alien life form that engulfs everything it touches. The first to discover the substance and live to tell about it, Steve and Jane witness the blob destroying an elderly man, then it growing to a terrifying size. But no one else has seen the goo, and policeman Dave refuses to believe the kids without proof.",https://www.themoviedb.org/movie/8851,594,6.217,https://image.tmdb.org/t/p/original/ctOwn1Ibg3SjDG4WulvFvSH0PRT.jpg,1958,https://www.youtube.com/watch?v=1dBGk6xFBT8
11868,Dracula,Horror,"After Jonathan Harker attacks Dracula at his castle, the vampire travels to a nearby city, where he preys on the family of Harker's fiancée. The only one who may be able to protect them is Dr. van Helsing, Harker's friend and fellow-student of vampires, who is determined to destroy Dracula, whatever the cost.",https://www.themoviedb.org/movie/11868,586,7.251,https://image.tmdb.org/t/p/original/9UHOATvzXQWbElSGygOY1ar3vpp.jpg,1958,https://www.youtube.com/watch?v=BjYNUed4M00
11414,The Defiant Ones,"Crime, Drama",Two convicts—a white racist and an angry black man—escape while chained to each other.,https://www.themoviedb.org/movie/11414,258,7.151,https://image.tmdb.org/t/p/original/tGGNyImEXgedDjrCORbC9cTJp0X.jpg,1958,https://www.youtube.com/watch?v=wRWvcpX4xag
17281,Gigi,"Comedy, Romance","A home, a motorcar, servants, the latest fashions: the most eligible and most finicky bachelor in Paris offers them all to Gigi. But she, who's gone from girlish gawkishness to cultured glamour before our eyes, yearns for that wonderful something money can't buy.",https://www.themoviedb.org/movie/17281,312,6.207,https://image.tmdb.org/t/p/original/1sF5o9Cs5GMx3cYmXD64WEQBLJn.jpg,1958,https://www.youtube.com/watch?v=hZyEUQPGQgk
47324,Cairo Station,"Crime, Drama, Thriller","Qinawi, a physically challenged peddler who makes his living selling newspapers in the central Cairo train station, is obsessed with Hanuma, an attractive young woman who sells drinks. While she jokes with him about a possible relationship, she is actually in love with Abu Siri, a strong and respected porter at the station who is struggling to unionize his fellow workers to combat their boss' exploitative and abusive treatment.",https://www.themoviedb.org/movie/47324,117,7.4,https://image.tmdb.org/t/p/original/zm8ET6PSfPT6pozgvjR7htaZFjy.jpg,1958,https://www.youtube.com/watch?v=bOJpiUZphTE
1377,Houseboat,"Comedy, Romance",An Italian socialite on the run signs on as housekeeper for a widower with three children.,https://www.themoviedb.org/movie/1377,170,6.4,https://image.tmdb.org/t/p/original/nfaOBiZktPHOV0f3DTqTftgTo3B.jpg,1958,https://www.youtube.com/watch?v=OeDHYXqHdng
225228,Tempest,"Adventure, History","A young officer in the army of Empress Catherine of Russia is on his way to his new duty station at a remote outpost. During a blinding snowstorm he comes upon a stranger who was caught in the storm and is near death from freezing. He rescues the man and eventually brings him back to health. When the man is well enough to travel, the two part company and the man vows to repay the officer for saving his life. Soon after he arrives at his new post, a revolt by the local Cossacks breaks out and the fort is besieged by the rebels. The young officer is astonished to find out that the leader of the rebellious Cossacks is none other than the stranger whose life he had saved during the storm.",https://www.themoviedb.org/movie/225228,6,6.167,https://image.tmdb.org/t/p/original/8YJAXasmnkkXqoZwYyjOoAWwRm0.jpg,1958,
24382,Big Deal on Madonna Street,"Comedy, Crime","Best friends Peppe and Mario are thieves, but they're not very good at it. Still, Peppe thinks that he's finally devised a master heist that will make them rich. With the help of some fellow criminals, he plans to dig a tunnel from a rented apartment to the pawnshop next door, where they can rob the safe. But his plan is far from foolproof, and the fact that no one in the group has any experience digging tunnels proves to be the least of their problems.",https://www.themoviedb.org/movie/24382,687,8.1,https://image.tmdb.org/t/p/original/f5OxD8Nl0pR3DcYHtYhHRfpsmjl.jpg,1958,https://www.youtube.com/watch?v=hP8HX5bnQyo
61564,The Bravados,Western,"Jim Douglass arrives in the small town of Rio Arriba in order to witness the hanging of the four men he believes murdered his wife. When the convicts escape, Jim tracks them into Mexico, determined to see that justice is done. But the farther Jim goes in his quest for vengeance, the more merciless he becomes, losing himself in an unrelenting spiral of hatred and violence.",https://www.themoviedb.org/movie/61564,126,6.5,https://image.tmdb.org/t/p/original/qKWu7yUqG4QAY9FuIiBDLGjQWRm.jpg,1958,https://www.youtube.com/watch?v=NC3_qTvibH8
18930,Murder by Contract,"Thriller, Crime","Claude is a ruthless and efficient contract killer. His next target, a woman, is the most difficult.",https://www.themoviedb.org/movie/18930,88,6.7,https://image.tmdb.org/t/p/original/rY0liv7kkpJ4kc7ItSSDngZLVcp.jpg,1958,https://www.youtube.com/watch?v=XH7t-h8rb2c
14674,Man of the West,Western,"Heading east to Fort Worth to hire a schoolteacher for his frontier town home, Link Jones is stranded with singer Billie Ellis and gambler Sam Beasley when their train is held up. For shelter, Jones leads them to his nearby former home, where he was brought up an outlaw. Finding the gang still living in the shack, Jones pretends to be ready to return to a life crime.",https://www.themoviedb.org/movie/14674,194,6.564,https://image.tmdb.org/t/p/original/fh9vTJ5mOkKK5nZ1LRhfvP5JrD7.jpg,1958,https://www.youtube.com/watch?v=7b1QuCRs7PQ
43138,The Brothers Karamazov,"Drama, History","Ryevsk, Russia, 1870. Tensions abound in the Karamazov family. Fyodor is a wealthy libertine who holds his purse strings tightly. His four grown sons include Dmitri, the eldest, an elegant officer, always broke and at odds with his father, betrothed to Katya, herself lovely and rich. The other brothers include a sterile aesthete, a factotum who is a bastard, and a monk. Family tensions erupt when Dmitri falls in love with one of his father's mistresses, the coquette Grushenka. Two brothers see Dmitri's jealousy of their father as an opportunity to inherit sooner. Acts of violence lead to the story's conclusion: trials of honor, conscience, forgiveness, and redemption.",https://www.themoviedb.org/movie/43138,42,6.6,https://image.tmdb.org/t/p/original/ebehR57SnzCmA9ce8hZXVQgl0lU.jpg,1958,https://www.youtube.com/watch?v=-cv983slQig
19759,The Fabulous World of Jules Verne,"Adventure, Science Fiction","As the world progresses into the industrial age, a professor studying the ""nature of pure matter"" is spirited away by a would-be dictator and connived into building a super-bomb, as a  young reporter and a girl rescued from the sea attempt to warn him of their mutual kidnapper's intentions to dominate the world with a new and more-deadly-yet  weapon.",https://www.themoviedb.org/movie/19759,77,7.13,https://image.tmdb.org/t/p/original/aJ9GqbghpkPJ4siOycoCXEdVC1u.jpg,1958,https://www.youtube.com/watch?v=ggn0nvKCd2w
43136,Separate Tables,"Drama, Romance",Boarders at an English resort struggle with emotional problems.,https://www.themoviedb.org/movie/43136,109,6.8,https://image.tmdb.org/t/p/original/moH80gzp0VZQJTgHwjmdxJLRUaU.jpg,1958,https://www.youtube.com/watch?v=Aigy1ggMUxE
2006,"Bell, Book and Candle","Comedy, Fantasy, Romance","A modern-day witch likes her neighbor but despises his fiancée, so she enchants him to love her instead... only to fall in love with him for real.",https://www.themoviedb.org/movie/2006,212,6.495,https://image.tmdb.org/t/p/original/71Bho5BUe6MfTmIfY3V0iyxexEt.jpg,1958,https://www.youtube.com/watch?v=VqtxPF9CVe8
102081,The Key,"Drama, Romance, War","In wartime England, circa 1941, poorly-armed tugs are sent into ""U-Boat Alley"" to rescue damaged Allied ships. An American named David Ross arrives to captain one of these tugs. He's given a key by a fellow tugboat-man -- a key to an apartment and its pretty female resident. Should something happen to the friend, Ross can use the key.",https://www.themoviedb.org/movie/102081,27,6.0,https://image.tmdb.org/t/p/original/30lPhoDVPyZNQ3cjjTlsYuO4x0Z.jpg,1958,
18724,Attack of the 50 Foot Woman,"Horror, Science Fiction, Drama","When an abused wife grows to giant size because of an alien encounter and an aborted murder attempt, she goes after her cheating husband with revenge on her mind.",https://www.themoviedb.org/movie/18724,144,4.858,https://image.tmdb.org/t/p/original/y661j8lD78zuV2sDGF5uc6nU7KF.jpg,1958,https://www.youtube.com/watch?v=RYRWvMaFJjE
108267,The Lone Ranger and the Lost City of Gold,"Action, Adventure, Western","Three Indians were brutally murdered by a gang of hooded outlaws. Each one possessed a silver medallion, which were sections cut off from a large silver plaque which served as a treasure map to a secret location where a large amount of gold is reputedly stashed. Two more medallions are unaccounted for, and the The Lone Ranger and his friend Tonto must use all their resources to intercept the gang, prevent further carnage and save the owners of the medallions.",https://www.themoviedb.org/movie/108267,17,6.5,https://image.tmdb.org/t/p/original/a4OJND47dGVa3djcGI2K95Q7n6n.jpg,1958,https://www.youtube.com/watch?v=MAwpRdrNWF8
39400,Hercules,"Fantasy, Adventure","In this melange of characters and events from separate mythological stories, Hercules, demigod and superman, arrives in the ancient Greek kingdom of Iolcus to tutor Iphitus, son of king Pelias; immediately on arrival, he falls in love with the king's delectable, briefly clad daughter Iole. Before he can win her, he must succeed in a series of quests, in the course of which he teams up with Jason, true heir of Iolcus, whom he accompanies on the famous voyage of the Argonauts.",https://www.themoviedb.org/movie/39400,60,5.108,https://image.tmdb.org/t/p/original/t2HYYuN2PmQtpdO44trWg4ain4d.jpg,1958,https://www.youtube.com/watch?v=EKwkmptcCHw
16347,Auntie Mame,"Comedy, Drama","Mame Dennis, a progressive and independent woman of the 1920s, is left to care for her nephew Patrick after his wealthy father dies. Conflict ensues when the executor of the father's estate objects to the aunt's lifestyle and tries to force her to send Patrick to prep school.",https://www.themoviedb.org/movie/16347,104,6.957,https://image.tmdb.org/t/p/original/uH810rwkYEbUaV6IlwTaAExbXUm.jpg,1958,https://www.youtube.com/watch?v=1MOyMORDN9E
164421,A Matter of Dignity,Drama,A daughter discovers her wealthy family is actually on the verge of bankruptcy and decides to charm a millionaire for his money in marriage. Soon she is torn between living a lie and keeping up appearances.,https://www.themoviedb.org/movie/164421,10,7.05,https://image.tmdb.org/t/p/original/kGjPP0p3L65SPR73iLuAIvaOGFb.jpg,1958,
148847,The Last of the Fast Guns,Western,"A rich, dying Easterner hires gunfighter Brad Ellison to find his brother and heir in Mexico. En route, it becomes clear to Ellison that his is a dying profession. At a remote rancho, Ellison enlists ranch foreman Miles Lang to help him search the hills where the missing man is rumored to have lived. They find nothing ...except that someone wants to kill them; and Ellison becomes wrapped in a maze of double crosses.",https://www.themoviedb.org/movie/148847,15,5.2,https://image.tmdb.org/t/p/original/dBVwIH85MsV4pOC0wODWp3xKgSD.jpg,1958,
42402,The Left Handed Gun,Western,"When a crooked sheriff murders his employer, William ""Billy the Kid"" Bonney decides to avenge the death by killing the man responsible, throwing the lives of everyone around him into turmoil, and endangering the General Amnesty set up by Governor Wallace to bring peace to the New Mexico Territory.",https://www.themoviedb.org/movie/42402,101,6.0,https://image.tmdb.org/t/p/original/uxTgWHP7CX32eFmi5nNSE7Kwwy3.jpg,1958,https://www.youtube.com/watch?v=ozJoQzW44Sk
652701,Wuthering Heights,"Drama, TV Movie, Romance","Mistreated foundling Heathcliff and his stepsister Catherine fall in love, but when she marries a wealthy man, he becomes obsessed with getting revenge, even well into the next generation. [Originally aired on CBS's DuPont Show of the Month.]",https://www.themoviedb.org/movie/652701,0,0.0,https://image.tmdb.org/t/p/original/ucst0IBjvxAVYUgy2yuh48DQiub.jpg,1958,
109122,Night of the Blood Beast,"Horror, Science Fiction",An astronaut returns to Earth as the no-pulse host of an alien monster's embryos; he is discovered by a loony farmer who find ways to feed his new critter.,https://www.themoviedb.org/movie/109122,49,3.622,https://image.tmdb.org/t/p/original/s5kk1pp6BgDrQL3SZt8KACCYVed.jpg,1958,https://www.youtube.com/watch?v=GOrrmOV-gsI
